regime,subset,unit,cycle,parameter,component,hs,theta_true,theta_hat,truth_label,pred_label,truth_component_stage,pred_component_stage,truth_stage,pred_stage,reconstruction_score,unknown
test_id,DS01-005_id,6,1,HPT_eff_mod,1,1,0.00453744941894292,-0,0,0,0,0,0,0,0.372594427445558,1
test_id,DS01-005_id,6,1,fan_eff_mod,2,1,0,-0,0,0,0,0,0,0,0.372594427445558,1
test_id,DS01-005_id,6,1,fan_flow_mod,3,1,0,-0,0,0,0,0,0,0,0.372594427445558,1
test_id,DS01-005_id,6,1,HPC_eff_mod,4,1,0,-0,0,0,0,0,0,0,0.372594427445558,1
test_id,DS01-005_id,6,1,HPC_flow_mod,5,1,0,-0.000221402236620583,0,0,0,0,0,0,0.372594427445558,1
test_id,DS01-005_id,6,1,LPT_eff_mod,6,1,0,-0.000299437183715896,0,0,0,0,0,0,0.372594427445558,1
test_id,DS01-005_id,6,1,LPT_flow_mod,7,1,0,-0,0,0,0,0,0,0,0.372594427445558,1
test_id,DS01-005_id,6,1,LPC_eff_mod,8,1,0,-0,0,0,0,0,0,0,0.372594427445558,1
test_id,DS01-005_id,6,1,LPC_flow_mod,9,1,0,-0,0,0,0,0,0,0,0.372594427445558,1
test_id,DS01-005_id,6,2,HPT_eff_mod,1,1,-0.0059587748512053,-0,0,0,0,0,0,0,0.249298225276505,0
test_id,DS01-005_id,6,2,fan_eff_mod,2,1,0,-0,0,0,0,0,0,0,0.249298225276505,0
test_id,DS01-005_id,6,2,fan_flow_mod,3,1,0,-0,0,0,0,0,0,0,0.249298225276505,0
test_id,DS01-005_id,6,2,HPC_eff_mod,4,1,0,-0,0,0,0,0,0,0,0.249298225276505,0
test_id,DS01-005_id,6,2,HPC_flow_mod,5,1,0,-0.000221402236620583,0,0,0,0,0,0,0.249298225276505,0
test_id,DS01-005_id,6,2,LPT_eff_mod,6,1,0,-0.000299437183715896,0,0,0,0,0,0,0.249298225276505,0
test_id,DS01-005_id,6,2,LPT_flow_mod,7,1,0,-0.00311968509761997,0,0,0,0,0,0,0.249298225276505,0
test_id,DS01-005_id,6,2,LPC_eff_mod,8,1,0,-0,0,0,0,0,0,0,0.249298225276505,0
test_id,DS01-005_id,6,2,LPC_flow_mod,9,1,0,-0,0,0,0,0,0,0,0.249298225276505,0
test_id,DS01-005_id,6,3,HPT_eff_mod,1,1,0.00142132543226212,-0,0,0,0,0,0,0,0.19898591674818,0
test_id,DS01-005_id,6,3,fan_eff_mod,2,1,0,-0,0,0,0,0,0,0,0.19898591674818,0
test_id,DS01-005_id,6,3,fan_flow_mod,3,1,0,-0,0,0,0,0,0,0,0.19898591674818,0
test_id,DS01-005_id,6,3,HPC_eff_mod,4,1,0,-0,0,0,0,0,0,0,0.19898591674818,0
test_id,DS01-005_id,6,3,HPC_flow_mod,5,1,0,-0.000221402236620583,0,0,0,0,0,0,0.19898591674818,0
test_id,DS01-005_id,6,3,LPT_eff_mod,6,1,0,-0.000299437183715896,0,0,0,0,0,0,0.19898591674818,0
test_id,DS01-005_id,6,3,LPT_flow_mod,7,1,0,-0.00311968509761997,0,0,0,0,0,0,0.19898591674818,0
test_id,DS01-005_id,6,3,LPC_eff_mod,8,1,0,-0,0,0,0,0,0,0,0.19898591674818,0
test_id,DS01-005_id,6,3,LPC_flow_mod,9,1,0,-0,0,0,0,0,0,0,0.19898591674818,0
test_id,DS01-005_id,6,4,HPT_eff_mod,1,1,-0.00861011638011445,-0,0,0,0,0,0,0,0.127774803116158,0
test_id,DS01-005_id,6,4,fan_eff_mod,2,1,0,-0,0,0,0,0,0,0,0.127774803116158,0
test_id,DS01-005_id,6,4,fan_flow_mod,3,1,0,-0,0,0,0,0,0,0,0.127774803116158,0
test_id,DS01-005_id,6,4,HPC_eff_mod,4,1,0,-0.0146979021011885,0,0,0,0,0,0,0.127774803116158,0
test_id,DS01-005_id,6,4,HPC_flow_mod,5,1,0,-0.00279979411801087,0,0,0,0,0,0,0.127774803116158,0
test_id,DS01-005_id,6,4,LPT_eff_mod,6,1,0,-0.00180321567109499,0,0,0,0,0,0,0.127774803116158,0
test_id,DS01-005_id,6,4,LPT_flow_mod,7,1,0,-0.00311968509761997,0,0,0,0,0,0,0.127774803116158,0
test_id,DS01-005_id,6,4,LPC_eff_mod,8,1,0,-0,0,0,0,0,0,0,0.127774803116158,0
test_id,DS01-005_id,6,4,LPC_flow_mod,9,1,0,-0,0,0,0,0,0,0,0.127774803116158,0
test_id,DS01-005_id,6,5,HPT_eff_mod,1,1,-0.0157588476827643,-0,0,0,0,0,0,0,0.137464661904804,0
test_id,DS01-005_id,6,5,fan_eff_mod,2,1,0,-0,0,0,0,0,0,0,0.137464661904804,0
test_id,DS01-005_id,6,5,fan_flow_mod,3,1,0,-0,0,0,0,0,0,0,0.137464661904804,0
test_id,DS01-005_id,6,5,HPC_eff_mod,4,1,0,-0.0146979021011885,0,0,0,0,0,0,0.137464661904804,0
test_id,DS01-005_id,6,5,HPC_flow_mod,5,1,0,-0.00279979411801087,0,0,0,0,0,0,0.137464661904804,0
test_id,DS01-005_id,6,5,LPT_eff_mod,6,1,0,-0.00180321567109499,0,0,0,0,0,0,0.137464661904804,0
test_id,DS01-005_id,6,5,LPT_flow_mod,7,1,0,-0.00311968509761997,0,0,0,0,0,0,0.137464661904804,0
test_id,DS01-005_id,6,5,LPC_eff_mod,8,1,0,-0,0,0,0,0,0,0,0.137464661904804,0
