subset,unit,cycle,channel,measured,predicted,R2,residual_std
DS03,13,1,Nf_c,2158.38174802052,2158.44886369952,0.999963872974238,1.22356501478962
DS03,13,1,Nf_c,2157.8747468931,2157.76524525292,0.999963872974238,1.22356501478962
DS03,13,1,Nf_c,2157.58532495408,2157.76524525292,0.999963872974238,1.22356501478962
DS03,13,1,Nf_c,2113.13922943264,2113.35751801697,0.999963872974238,1.22356501478962
DS03,13,1,Nf_c,2111.58303356849,2111.6191601771,0.999963872974238,1.22356501478962
DS03,13,1,Nf_c,2110.87875212818,2110.02079044559,0.999963872974238,1.22356501478962
DS03,13,1,Nf_c,2110.84194752577,2110.02498254125,0.999963872974238,1.22356501478962
DS03,13,1,Nf_c,2110.84328591023,2110.02498254125,0.999963872974238,1.22356501478962
DS03,13,1,Nf_c,2110.94020306712,2110.02498254125,0.999963872974238,1.22356501478962
DS03,13,1,Nf_c,2111.08120019189,2110.02498254125,0.999963872974238,1.22356501478962
DS03,13,1,Nf_c,2111.34815140252,2111.58227519011,0.999963872974238,1.22356501478962
DS03,13,1,Nf_c,2111.64797750475,2111.58227519011,0.999963872974238,1.22356501478962
DS03,13,1,Nf_c,2113.13422719719,2113.18789518529,0.999963872974238,1.22356501478962
DS03,13,1,Nf_c,2114.10392705463,2113.90884379015,0.999963872974238,1.22356501478962
DS03,13,1,Nf_c,2114.03214620652,2113.90884379015,0.999963872974238,1.22356501478962
DS03,13,1,Nf_c,2116.96769377098,2117.95304294981,0.999963872974238,1.22356501478962
DS03,13,1,Nf_c,2117.24868119421,2117.99113413924,0.999963872974238,1.22356501478962
DS03,13,1,Nf_c,2117.16528328607,2117.99113413924,0.999963872974238,1.22356501478962
DS03,13,1,Nf_c,2116.3550539883,2116.6088930563,0.999963872974238,1.22356501478962
DS03,13,1,Nf_c,2116.46124611658,2116.61151571539,0.999963872974238,1.22356501478962
DS03,13,1,Nf_c,2117.18613587711,2117.97559173504,0.999963872974238,1.22356501478962
DS03,13,1,Nf_c,2116.32368252754,2116.61151805902,0.999963872974238,1.22356501478962
DS03,13,1,Nf_c,2116.48220150405,2116.617177233,0.999963872974238,1.22356501478962
DS03,13,1,Nf_c,2116.44714271285,2116.60606101065,0.999963872974238,1.22356501478962
DS03,13,1,Nf_c,2117.21538824657,2117.99743019199,0.999963872974238,1.22356501478962
DS03,13,1,Nf_c,2117.22873670664,2117.98951033879,0.999963872974238,1.22356501478962
