regime,subset,unit,cycle,parameter,component,hs,theta_true,theta_hat,truth_label,pred_label,truth_component_stage,pred_component_stage,truth_stage,pred_stage,reconstruction_score,unknown
test_id,DS01-005_id,2,1,HPT_eff_mod,1,1,-0.00288244555949731,-0,0,0,0,0,0,0,0.1985949719373,0
test_id,DS01-005_id,2,1,fan_eff_mod,2,1,0,-0,0,0,0,0,0,0,0.1985949719373,0
test_id,DS01-005_id,2,1,fan_flow_mod,3,1,0,-0,0,0,0,0,0,0,0.1985949719373,0
test_id,DS01-005_id,2,1,HPC_eff_mod,4,1,0,-0,0,0,0,0,0,0,0.1985949719373,0
test_id,DS01-005_id,2,1,HPC_flow_mod,5,1,0,-0,0,0,0,0,0,0,0.1985949719373,0
test_id,DS01-005_id,2,1,LPT_eff_mod,6,1,0,-0,0,0,0,0,0,0,0.1985949719373,0
test_id,DS01-005_id,2,1,LPT_flow_mod,7,1,0,-0,0,0,0,0,0,0,0.1985949719373,0
test_id,DS01-005_id,2,1,LPC_eff_mod,8,1,0,-0,0,0,0,0,0,0,0.1985949719373,0
test_id,DS01-005_id,2,1,LPC_flow_mod,9,1,0,-0,0,0,0,0,0,0,0.1985949719373,0
test_id,DS01-005_id,2,2,HPT_eff_mod,1,1,0.00516206975184729,-0,0,0,0,0,0,0,0.34853975134707,0
test_id,DS01-005_id,2,2,fan_eff_mod,2,1,0,-0,0,0,0,0,0,0,0.34853975134707,0
test_id,DS01-005_id,2,2,fan_flow_mod,3,1,0,-0.00118183700649955,0,0,0,0,0,0,0.34853975134707,0
test_id,DS01-005_id,2,2,HPC_eff_mod,4,1,0,-0,0,0,0,0,0,0,0.34853975134707,0
test_id,DS01-005_id,2,2,HPC_flow_mod,5,1,0,-0,0,0,0,0,0,0,0.34853975134707,0
test_id,DS01-005_id,2,2,LPT_eff_mod,6,1,0,-0,0,0,0,0,0,0,0.34853975134707,0
test_id,DS01-005_id,2,2,LPT_flow_mod,7,1,0,-0,0,0,0,0,0,0,0.34853975134707,0
test_id,DS01-005_id,2,2,LPC_eff_mod,8,1,0,-0,0,0,0,0,0,0,0.34853975134707,0
test_id,DS01-005_id,2,2,LPC_flow_mod,9,1,0,-0,0,0,0,0,0,0,0.34853975134707,0
test_id,DS01-005_id,2,3,HPT_eff_mod,1,1,-0.00227962419234877,-0,0,0,0,0,0,0,0.280385068787249,0
